x,y
0.0890625,-0.00023003673362
0.0896875,-0.00022997542178
0.0903125,-0.00022991300008
0.0909375,-0.00022984958887
0.0915625,-0.00022978507233
0.0921875,-0.00022971957619
0.0928125,-0.00022965298227
0.0934375,-0.00022958541106
0.0940625,-0.00022951675514
0.0946875,-0.00022944712134
0.0953125,-0.0002293764151
0.0959375,-0.00022930472833
0.0965625,-0.00022923197969
0.0971875,-0.00022915825604
0.0978125,-0.00022908347337
0.0984375,-0.00022900772524
0.0990625,-0.0002289309225
0.0996875,-0.00022885315378
0.1003125,-0.00022877434076
0.1009375,-0.0002286945578
0.1015625,-0.00022861374101
0.1021875,-0.00022853196027
0.1028125,-0.00022844914539
0.1034375,-0.00022836536666
0.1040625,-0.00022828056626
0.1046875,-0.0002281948015
0.1053125,-0.00022810801456
0.1059375,-0.00022802026831
0.1065625,-0.00022793150757
0.1071875,-0.00022784178958
0.1078125,-0.00022775105438
0.1084375,-0.0002276593658
0.1090625,-0.00022756666487
0.1096875,-0.00022747301086
0.1103125,-0.00022737834819
0.1109375,-0.00022728273235
0.1115625,-0.00022718611235
0.1121875,-0.00022708853916
0.1128125,-0.00022698996434
0.1134375,-0.00022689043799
0.1140625,-0.00022678991057
0.1146875,-0.00022668843251
0.1153125,-0.00022658595611
0.1159375,-0.00022648252863
0.1165625,-0.00022637810724
0.1171875,-0.0002262727302
0.1178125,-0.00022616635839
0.1184375,-0.00022605904121
0.1190625,-0.00022595073009
0.1196875,-0.00022584146199
0.1203125,-0.00022573120318
0.1209375,-0.00022561999529
0.1215625,-0.0002255077973
0.1221875,-0.00022539464195
0.1228125,-0.00022528049867
0.1234375,-0.00022516540032
0.1240625,-0.00022504931325
0.1246875,-0.00022493226987
0.1253125,-0.00022481423968
0.1259375,-0.00022469525123
0.1265625,-0.0002245752744
0.1271875,-0.00022445433978
0.1278125,-0.00022433241565
0.1284375,-0.00022420953173
0.1290625,-0.00022408565917
0.1296875,-0.00022396082641
0.1303125,-0.00022383500261
0.1309375,-0.000223708216
0.1315625,-0.00022358043937
0.1321875,-0.00022345169801
0.1328125,-0.00022332196514
0.1334375,-0.0002231912657
0.1340625,-0.00022305957404
0.1346875,-0.00022292691182
0.1353125,-0.00022279325902
0.1359375,-0.00022265863413
0.1365625,-0.00022252301475
0.1371875,-0.00022238642147
0.1378125,-0.00022224882767
0.1384375,-0.00022211026331
0.1390625,-0.0002219706984
0.1396875,-0.0002218301549
0.1403125,-0.00022168861161
0.1409375,-0.00022154608629
0.1415625,-0.00022140255948
0.1421875,-0.00022125804736
0.1428125,-0.00022111253164
0.1434375,-0.00022096602888
0.1440625,-0.00022081851967
0.1446875,-0.0002206700195
0.1453125,-0.00022052050976
0.1459375,-0.00022037000813
0.1465625,-0.0002202184929
0.1471875,-0.00022006598182
0.1478125,-0.00021991245696
0.1484375,-0.00021975793065
0.1490625,-0.00021960238683
0.1496875,-0.0002194458405
0.1503125,-0.00021928827354
0.1509375,-0.00021912969811
0.1515625,-0.00021897010022
0.1521875,-0.00021880949098
0.1528125,-0.00021864785501
0.1534375,-0.00021848520406
0.1540625,-0.00021832152333
0.1546875,-0.0002181568227
0.1553125,-0.00021799109027
0.1559375,-0.00021782433435
0.1565625,-0.0002176565391
0.1571875,-0.00021748771829
0.1578125,-0.0002173178572
0.1584375,-0.00021714696417
0.1590625,-0.00021697502592
0.1596875,-0.00021680205334
0.1603125,-0.00021662803152
0.1609375,-0.00021645297038
0.1615625,-0.0002162768559
0.1621875,-0.00021609969577
0.1628125,-0.00021592148075
0.1634375,-0.00021574221536
0.1640625,-0.00021556188932
0.1646875,-0.00021538050941
0.1653125,-0.00021519806395
0.1659375,-0.00021501456003
0.1665625,-0.0002148299853
0.1671875,-0.00021464434902
0.1678125,-0.00021445763408
0.1684375,-0.0002142698578
0.1690625,-0.00021408099736
0.1696875,-0.00021389106504
0.1703125,-0.00021370004745
0.1709375,-0.00021350795243
0.1715625,-0.00021331476666
0.1721875,-0.00021312049962
0.1728125,-0.00021292513725
0.1734375,-0.00021272868667
0.1740625,-0.00021253113614
0.1746875,-0.00021233249201
0.1753125,-0.00021213274351
0.1759375,-0.00021193189541
0.1765625,-0.00021172993772
0.1771875,-0.00021152687492
0.1778125,-0.00021132269745
0.1784375,-0.00021111740901
0.1790625,-0.00021091100057
0.1796875,-0.00021070347546
0.1803125,-0.00021049482574
0.1809375,-0.00021028505103
0.1815625,-0.00021007414725
0.1821875,-0.00020986211531
0.1828125,-0.00020964894579
0.1834375,-0.00020943464415
0.1840625,-0.00020921919651
0.1846875,-0.00020900261047
0.1853125,-0.00020878487424
0.1859375,-0.00020856599808
0.1865625,-0.00020834596129
0.1871875,-0.00020812477208
0.1878125,-0.0002079024281
0.1884375,-0.00020767892252
0.1890625,-0.00020745425031
0.1896875,-0.00020722841399
0.1903125,-0.00020700140499
0.1909375,-0.00020677322597
0.1915625,-0.00020654386352
0.1921875,-0.00020631332951
0.1928125,-0.00020608160975
0.1934375,-0.00020584869968
0.1940625,-0.00020561460571
0.1946875,-0.00020537931929
0.1953125,-0.00020514283383
0.1959375,-0.00020490515116
0.1965625,-0.00020466626668
0.1971875,-0.00020442617248
0.1978125,-0.00020418487513
0.1984375,-0.00020394235977
0.1990625,-0.00020369863263
0.1996875,-0.00020345368589
0.2003125,-0.00020320751481
0.2009375,-0.00020296012025
0.2015625,-0.00020271149274
0.2021875,-0.00020246163588
0.2028125,-0.00020221054096
0.2034375,-0.00020195820709
0.2040625,-0.00020170462689
0.2046875,-0.00020144980429
0.2053125,-0.00020119372809
0.2059375,-0.0002009364006
0.2065625,-0.00020067781248
0.2071875,-0.00020041796694
0.2078125,-0.00020015685485
0.2084375,-0.00019989447446
0.2090625,-0.00019963082166
0.2096875,-0.00019936589488
0.2103125,-0.00019909968793
0.2109375,-0.00019883219807
0.2115625,-0.00019856342004
0.2121875,-0.00019829335574
0.2128125,-0.00019802199473
0.2134375,-0.00019774933789
0.2140625,-0.00019747537724
0.2146875,-0.00019720011416
0.2153125,-0.0001969235398
0.2159375,-0.00019664565412
0.2165625,-0.00019636644988
0.2171875,-0.00019608592886
0.2178125,-0.00019580407997
0.2184375,-0.00019552090516
0.2190625,-0.000195236398
0.2196875,-0.00019495055483
0.2203125,-0.00019466337168
0.2209375,-0.0001943748467
0.2215625,-0.00019408497117
0.2221875,-0.00019379374543
0.2228125,-0.00019350116582
0.2234375,-0.00019320722299
0.2240625,-0.00019291192349
0.2246875,-0.0001926152514
0.2253125,-0.00019231721079
0.2259375,-0.00019201779537
0.2265625,-0.00019171699466
0.2271875,-0.00019141481695
0.2278125,-0.00019111125029
0.2284375,-0.00019080629225
0.2290625,-0.00019049993767
0.2296875,-0.00019019218567
0.2303125,-0.00018988302691
0.2309375,-0.00018957246184
0.2315625,-0.00018926048566
0.2321875,-0.00018894709232
0.2328125,-0.0001886322802
0.2334375,-0.00018831603965
0.2340625,-0.00018799837568
0.2346875,-0.00018767927591
0.2353125,-0.00018735873893
0.2359375,-0.00018703676347
0.2365625,-0.00018671334081
0.2371875,-0.00018638846826
0.2378125,-0.00018606214312
0.2384375,-0.00018573435881
0.2390625,-0.00018540511212
0.2396875,-0.00018507439962
0.2403125,-0.00018474221549
0.2409375,-0.00018440855655
0.2415625,-0.00018407341729
0.2421875,-0.00018373679525
0.2428125,-0.00018339868439
0.2434375,-0.00018305908135
0.2440625,-0.00018271798077
0.2446875,-0.00018237537888
0.2453125,-0.00018203127285
0.2459375,-0.00018168565533
0.2465625,-0.00018133852368
0.2471875,-0.00018098987332
0.2478125,-0.00018063969991
0.2484375,-0.00018028799806
0.2490625,-0.00017993476501
0.2496875,-0.00017957999465
0.2503125,-0.00017922368453
0.2509375,-0.0001788658274
0.2515625,-0.00017850642164
0.2521875,-0.00017814546116
0.2528125,-0.00017778294029
0.2534375,-0.00017741885806
0.2540625,-0.00017705320618
0.2546875,-0.0001766859828
0.2553125,-0.00017631718148
0.2559375,-0.00017594679912
0.2565625,-0.00017557483202
0.2571875,-0.00017520127198
0.2578125,-0.00017482611893
0.2584375,-0.00017444936443
0.2590625,-0.0001740710055
0.2596875,-0.00017369103807
0.2603125,-0.0001733094581
0.2609375,-0.00017292625736
0.2615625,-0.00017254143601
0.2621875,-0.0001721549867
0.2628125,-0.00017176690424
0.2634375,-0.00017137718651
0.2640625,-0.00017098582729
0.2646875,-0.00017059282115
0.2653125,-0.00017019816437
0.2659375,-0.00016980185251
0.2665625,-0.00016940388103
0.2671875,-0.0001690042441
0.2678125,-0.00016860293776
0.2684375,-0.0001681999576
0.2690625,-0.00016779529825
0.2696875,-0.00016738895561
0.2703125,-0.00016698092465
0.2709375,-0.00016657120014
0.2715625,-0.00016615977865
0.2721875,-0.00016574665371
0.2728125,-0.00016533182212
0.2734375,-0.00016491527849
0.2740625,-0.00016449701888
0.2746875,-0.00016407703437
0.2753125,-0.00016365532823
0.2759375,-0.00016323188747
0.2765625,-0.00016280671036
0.2771875,-0.00016237979573
0.2778125,-0.00016195113378
0.2784375,-0.00016152072192
0.2790625,-0.00016108855453
0.2796875,-0.00016065462788
0.2803125,-0.00016021893562
0.2809375,-0.0001597814734
0.2815625,-0.00015934223871
0.2821875,-0.00015890122343
0.2828125,-0.00015845842362
0.2834375,-0.00015801383562
0.2840625,-0.00015756745318
0.2846875,-0.00015711927385
0.2853125,-0.00015666928777
0.2859375,-0.00015621749595
0.2865625,-0.00015576389003
0.2871875,-0.00015530846667
0.2878125,-0.00015485121952
0.2884375,-0.00015439214446
0.2890625,-0.0001539312371
0.2896875,-0.00015346849271
0.2903125,-0.00015300390473
0.2909375,-0.0001525374694
0.2915625,-0.0001520691835
0.2921875,-0.00015159903693
0.2928125,-0.00015112702951
0.2934375,-0.00015065315627
0.2940625,-0.00015017741219
0.2946875,-0.00014969978943
0.2953125,-0.00014922028547
0.2959375,-0.00014873889565
0.2965625,-0.00014825561063
0.2971875,-0.00014777043402
0.2978125,-0.00014728335307
0.2984375,-0.00014679436687
0.2990625,-0.00014630346884
0.2996875,-0.0001458106556
0.3003125,-0.00014531592036
0.3009375,-0.00014481925913
0.3015625,-0.00014432066705
0.3021875,-0.00014382014044
0.3028125,-0.00014331767083
0.3034375,-0.0001428132549
0.3040625,-0.00014230689309
0.3046875,-0.00014179857022
0.3053125,-0.00014128828845
0.3059375,-0.0001407760427
0.3065625,-0.00014026182646
0.3071875,-0.00013974563344
0.3078125,-0.00013922745992
0.3084375,-0.000138707304
0.3090625,-0.00013818515529
0.3096875,-0.00013766101304
0.3103125,-0.00013713486928
0.3109375,-0.00013660672181
0.3115625,-0.00013607656497
0.3121875,-0.00013554439092
0.3128125,-0.00013501020191
0.3134375,-0.00013447398298
0.3140625,-0.0001339357393
0.3146875,-0.00013339545623
0.3153125,-0.00013285313882
0.3159375,-0.00013230877512
0.3165625,-0.00013176236092
0.3171875,-0.00013121389346
0.3178125,-0.00013066336699
0.3184375,-0.00013011077641
0.3190625,-0.00012955611944
0.3196875,-0.00012899938647
0.3203125,-0.0001284405746
0.3209375,-0.00012787968061
0.3215625,-0.00012731669771
0.3221875,-0.00012675162184
0.3228125,-0.00012618444644
0.3234375,-0.00012561517212
0.3240625,-0.00012504378627
0.3246875,-0.0001244702879
0.3253125,-0.00012389467299
0.3259375,-0.00012331693595
0.3265625,-0.0001227370707
0.3271875,-0.00012215507409
0.3278125,-0.00012157094069
0.3284375,-0.00012098466488
0.3290625,-0.00012039624089
0.3296875,-0.00011980567189
0.3303125,-0.00011921293792
0.3309375,-0.00011861804963
0.3315625,-0.00011802099302
0.3321875,-0.00011742176469
0.3328125,-0.00011682036351
0.3334375,-0.00011621678105
0.3340625,-0.00011561101262
0.3346875,-0.00011500305359
0.3353125,-0.00011439290143
0.3359375,-0.00011378055038
0.3365625,-0.00011316599332
0.3371875,-0.00011254923082
0.3378125,-0.00011193025355
0.3384375,-0.00011130905677
0.3390625,-0.00011068563807
0.3396875,-0.00011005999133
0.3403125,-0.00010943211326
0.3409375,-0.0001088019954
0.3415625,-0.00010816964081
0.3421875,-0.00010753503747
0.3428125,-0.00010689818156
0.3434375,-0.00010625907317
0.3440625,-0.00010561770144
0.3446875,-0.00010497406783
0.3453125,-0.00010432816047
0.3459375,-0.00010367998185
0.3465625,-0.00010302952444
0.3471875,-0.00010237678351
0.3478125,-0.00010172175475
0.3484375,-0.00010106443354
0.3490625,-0.0001004048156
0.3496875,-9.9742896344e-05
0.3503125,-9.9078670221e-05
0.3509375,-9.8412134382e-05
0.3515625,-9.7743281158e-05
0.3521875,-9.7072113133e-05
0.3528125,-9.6398618979e-05
0.3534375,-9.5722795888e-05
0.3540625,-9.5044640779e-05
0.3546875,-9.4364147387e-05
0.3553125,-9.3681312802e-05
0.3559375,-9.299613108e-05
0.3565625,-9.2308600583e-05
0.3571875,-9.1618714308e-05
0.3578125,-9.0926469588e-05
0.3584375,-9.0231858474e-05
0.3590625,-8.9534883722e-05
0.3596875,-8.8835532936e-05
0.3603125,-8.8133809074e-05
0.3609375,-8.7429701073e-05
0.3615625,-8.6723209182e-05
0.3621875,-8.6014328467e-05
0.3628125,-8.5303053635e-05
0.3634375,-8.458938194e-05
0.3640625,-8.3873307508e-05
0.3646875,-8.3154827771e-05
0.3653125,-8.2433935161e-05
0.3659375,-8.1710634256e-05
0.3665625,-8.0984908567e-05
0.3671875,-8.0256762603e-05
0.3678125,-7.9526188949e-05
0.3684375,-7.8793185466e-05
0.3690625,-7.805774668e-05
0.3696875,-7.7319868997e-05
0.3703125,-7.6579547251e-05
0.3709375,-7.5836782763e-05
0.3715625,-7.5091562234e-05
0.3721875,-7.4343888868e-05
0.3728125,-7.3593756933e-05
0.3734375,-7.2841161057e-05
0.3740625,-7.2086099863e-05
0.3746875,-7.1328566594e-05
0.3753125,-7.0568562685e-05
0.3759375,-6.9806075975e-05
0.3765625,-6.9041110278e-05
0.3771875,-6.8273657123e-05
0.3778125,-6.7503714941e-05
0.3784375,-6.6731279094e-05
0.3790625,-6.5956345156e-05
0.3796875,-6.5178914766e-05
0.3803125,-6.4398975606e-05
0.3809375,-6.3616531699e-05
0.3815625,-6.2831572362e-05
0.3821875,-6.2044099956e-05
0.3828125,-6.1254108634e-05
0.3834375,-6.0461595767e-05
0.3840625,-5.96665535e-05
0.3846875,-5.8868984374e-05
0.3853125,-5.8068882422e-05
0.3859375,-5.7266243672e-05
0.3865625,-5.646106506e-05
0.3871875,-5.5653341883e-05
0.3878125,-5.4843074366e-05
0.3884375,-5.4030255027e-05
0.3890625,-5.3214883065e-05
0.3896875,-5.2396954571e-05
0.3903125,-5.1576465259e-05
0.3909375,-5.0753411979e-05
0.3915625,-4.9927794933e-05
0.3921875,-4.9099607754e-05
0.3928125,-4.8268846215e-05
0.3934375,-4.7435511267e-05
0.3940625,-4.6599595398e-05
0.3946875,-4.5761097245e-05
0.3953125,-4.4920017182e-05
0.3959375,-4.4076342404e-05
0.3965625,-4.3230081584e-05
0.3971875,-4.2381226911e-05
0.3978125,-4.1529773839e-05
0.3984375,-4.067572164e-05
0.3990625,-3.9819064096e-05
0.3996875,-3.8959802313e-05
0.4003125,-3.8097934714e-05
0.4009375,-3.7233452344e-05
0.4015625,-3.6366357196e-05
0.4021875,-3.5496645878e-05
0.4028125,-3.4624312518e-05
0.4034375,-3.3749362675e-05
0.4040625,-3.2871784713e-05
0.4046875,-3.1991580018e-05
0.4053125,-3.1108746357e-05
0.4059375,-3.0223276656e-05
0.4065625,-2.9335177725e-05
0.4071875,-2.8444437048e-05
0.4078125,-2.7551057802e-05
0.4084375,-2.6655038146e-05
0.4090625,-2.5756371051e-05
0.4096875,-2.4855061165e-05
0.4103125,-2.3951102386e-05
0.4109375,-2.3044486966e-05
0.4115625,-2.2135223617e-05
0.4121875,-2.1223302839e-05
0.4128125,-2.0308723206e-05
0.4134375,-1.9391487601e-05
0.4140625,-1.8471583563e-05
0.4146875,-1.7549020748e-05
0.4153125,-1.6623792467e-05
0.4159375,-1.5695891789e-05
0.4165625,-1.4765324707e-05
0.4171875,-1.3832083279e-05
0.4178125,-1.2896172205e-05
0.4184375,-1.1957583955e-05
0.4190625,-1.1016320136e-05
0.4196875,-1.0072372344e-05
0.4203125,-9.1257489289e-06
0.4209375,-8.1764423031e-06
0.4215625,-7.2244508141e-06
0.4221875,-6.269775005e-06
0.4228125,-5.3124118989e-06
0.4234375,-4.3523601508e-06
0.4240625,-3.3896193461e-06
0.4246875,-2.4241867828e-06
0.4253125,-1.4560634645e-06
0.4259375,-4.8524204489e-07
0.4265625,4.8826982898e-07
0.4271875,1.4644798138e-06
0.4278125,2.4433856261e-06
0.4284375,3.4249940357e-06
0.4290625,4.4093034197e-06
0.4296875,5.3963069208e-06
0.4303125,6.3860174586e-06
0.4309375,7.3784288711e-06
0.4315625,8.3735482283e-06
0.4321875,9.3713685315e-06
0.4328125,1.0371895554e-05
0.4334375,1.1375128142e-05
0.4340625,1.2381067352e-05
0.4346875,1.3389719863e-05
0.4353125,1.4401073732e-05
0.4359375,1.5415143889e-05
0.4365625,1.6431917584e-05
0.4371875,1.7451408045e-05
0.4378125,1.8473605014e-05
0.4384375,1.9498512538e-05
0.4390625,2.0526137815e-05
0.4396875,2.1556469451e-05
0.4403125,2.2589519156e-05
0.4409375,2.3625274688e-05
0.4415625,2.4663748411e-05
0.4421875,2.5704934436e-05
0.4428125,2.6748831369e-05
0.4434375,2.7795446185e-05
0.4440625,2.884477047e-05
0.4446875,2.9896811436e-05
0.4453125,3.0951564373e-05
0.4459375,3.2009028598e-05
0.4465625,3.3069211696e-05
0.4471875,3.4132099481e-05
0.4478125,3.5197707861e-05
0.4484375,3.6266023717e-05
0.4490625,3.7337053568e-05
0.4496875,3.8410795096e-05
0.4503125,3.9487247321e-05
0.4509375,4.0566411348e-05
0.4515625,4.1648284745e-05
0.4521875,4.2732867738e-05
0.4528125,4.3820161824e-05
0.4534375,4.4910162438e-05
0.4540625,4.6002873e-05
0.4546875,4.7098285864e-05
0.4553125,4.8196408018e-05
0.4559375,4.9297233175e-05
0.4565625,5.0400762468e-05
0.4571875,5.1507000705e-05
0.4578125,5.2615933343e-05
0.4584375,5.372757294e-05
0.4590625,5.4841907535e-05
0.4596875,5.59589417e-05
0.4603125,5.7078677031e-05
0.4609375,5.8201105542e-05
0.4615625,5.9326229989e-05
0.4621875,6.0454046759e-05
0.4628125,6.1584556976e-05
0.4634375,6.2717756276e-05
0.4640625,6.3853644177e-05
0.4646875,6.4992221533e-05
0.4653125,6.6133479392e-05
0.4659375,6.7277428202e-05
0.4665625,6.8424055594e-05
0.4671875,6.9573361116e-05
0.4678125,7.0725350214e-05
0.4684375,7.1880009786e-05
0.4690625,7.303735141e-05
0.4696875,7.4197356759e-05
0.4703125,7.5360041096e-05
0.4709375,7.6525385473e-05
0.4715625,7.7693402693e-05
0.4721875,7.8864081271e-05
0.4728125,8.0037422021e-05
0.4734375,8.1213421416e-05
0.4740625,8.2392077724e-05
0.4746875,8.357338914e-05
0.4753125,8.475735002e-05
0.4759375,8.5943964417e-05
0.4765625,8.7133222061e-05
0.4771875,8.8325122973e-05
0.4778125,8.9519668933e-05
0.4784375,9.0716848826e-05
0.4790625,9.1916669524e-05
0.4796875,9.3119117976e-05
0.4803125,9.4324200365e-05
0.4809375,9.5531904689e-05
0.4815625,9.6742238963e-05
0.4821875,9.795519254e-05
0.4828125,9.9170758778e-05
0.4834375,0.00010038894536
0.4840625,0.00010160973842
0.4846875,0.0001028331425
0.4853125,0.00010405914944
0.4859375,0.00010528775805
0.4865625,0.00010651896325
0.4871875,0.00010775276365
0.4878125,0.00010898915484
0.4884375,0.00011022812785
0.4890625,0.00011146969172
0.4896875,0.00011271382799
0.4903125,0.00011396054586
0.4909375,0.00011520983038
0.4915625,0.00011646168315
0.4921875,0.00011771610176
0.4928125,0.00011897308105
0.4934375,0.00012023261304
0.4940625,0.0001214946993
0.4946875,0.00012275933232
0.4953125,0.00012402650627
0.4959375,0.00012529622076
0.4965625,0.00012656846925
0.4971875,0.00012784324712
0.4978125,0.00012912055644
0.4984375,0.00013040037993
0.4990625,0.00013168272324
0.4996875,0.00013296757751
0.5003125,0.0001342549414
0.5009375,0.00013554480484
0.5015625,0.00013683717095
0.5021875,0.0001381320265
0.5028125,0.00013942937157
0.5034375,0.00014072919961
0.5040625,0.00014203150531
0.5046875,0.00014333628686
0.5053125,0.00014464353675
0.5059375,0.00014595324911
0.5065625,0.00014726541923
0.5071875,0.0001485800417
0.5078125,0.0001498971135
0.5084375,0.00015121662649
0.5090625,0.00015253857677
0.5096875,0.00015386295961
0.5103125,0.00015518976719
0.5109375,0.00015651899649
0.5115625,0.00015785064002
0.5121875,0.00015918469396
0.5128125,0.00016052115134
0.5134375,0.00016186000667
0.5140625,0.00016320125442
0.5146875,0.0001645448887
0.5153125,0.00016589090477
0.5159375,0.00016723929376
0.5165625,0.00016859005122
0.5171875,0.00016994317403
0.5178125,0.00017129865271
0.5184375,0.00017265648219
0.5190625,0.00017401665459
0.5196875,0.00017537916872
0.5203125,0.00017674401272
0.5209375,0.00017811118348
0.5215625,0.00017948067285
0.5221875,0.00018085247761
0.5228125,0.00018222658861
0.5234375,0.00018360299752
0.5240625,0.00018498170412
0.5246875,0.00018636269593
0.5253125,0.00018774596941
0.5259375,0.00018913151683
0.5265625,0.0001905193323
0.5271875,0.00019190940934
0.5278125,0.00019330173752
0.5284375,0.00019469631648
0.5290625,0.00019609313476
0.5296875,0.00019749218609
0.5303125,0.00019889346555
0.5309375,0.00020029696222
0.5315625,0.00020170267829
0.5321875,0.00020311059232
0.5328125,0.00020452070991
0.5334375,0.00020593301634
0.5340625,0.00020734750998
0.5346875,0.00020876418006
0.5353125,0.00021018301939
0.5359375,0.00021160402307
0.5365625,0.00021302718221
0.5371875,0.00021445248938
0.5378125,0.00021587993646
0.5384375,0.00021730951899
0.5390625,0.00021874122704
0.5396875,0.00022017505437
0.5403125,0.00022161099209
0.5409375,0.00022304903296
0.5415625,0.00022448917239
0.5421875,0.00022593139754
0.5428125,0.00022737570797
0.5434375,0.00022882208754
0.5440625,0.00023027053468
0.5446875,0.0002317210391
0.5453125,0.0002331735942
0.5459375,0.00023462819283
0.5465625,0.00023608482344
0.5471875,0.00023754348531
0.5478125,0.00023900416036
0.5484375,0.00024046685191
0.5490625,0.00024193154379
0.5496875,0.00024339823244
0.5503125,0.00024486690937
0.5509375,0.00024633756346
0.5515625,0.00024781019057
0.5521875,0.00024928478001
0.5528125,0.00025076132571
0.5534375,0.00025223981956
0.5540625,0.00025372025125
0.5546875,0.00025520261611
0.5553125,0.00025668690118
0.5559375,0.00025817310312
0.5565625,0.00025966121019
0.5571875,0.00026115122076
0.5578125,0.0002626431151
0.5584375,0.00026413689631
0.5590625,0.00026563254839
0.5596875,0.0002671300682
0.5603125,0.00026862944549
0.5609375,0.00027013066886
0.5615625,0.00027163373929
0.5621875,0.00027313863766
0.5628125,0.0002746453609
0.5634375,0.00027615389896
0.5640625,0.00027766424833
0.5646875,0.00027917639323
0.5653125,0.00028069033308
0.5659375,0.00028220605241
0.5665625,0.00028372354458
0.5671875,0.00028524280635
0.5678125,0.00028676382258
0.5684375,0.00028828658929
0.5690625,0.0002898110955
0.5696875,0.00029133733682
0.5703125,0.0002928652963
0.5709375,0.00029439497695
0.5715625,0.00029592636254
0.5721875,0.00029745944561
0.5728125,0.00029899421875
0.5734375,0.00030053067519
0.5740625,0.00030206880291
0.5746875,0.00030360859588
