x,y
0.0,0.0
0.0003125,0.13706829152
0.0009375,0.14059913852
0.0015625,0.14243273923
0.0021875,0.14424229671
0.0028125,0.14563518769
0.0034375,0.14700882982
0.0040625,0.14818073629
0.0046875,0.14933575044
0.0053125,0.15036927339
0.0059375,0.15138774887
0.0065625,0.1523242892
0.0071875,0.15324736807
0.0078125,0.15411112239
0.0084375,0.15496279462
0.0090625,0.15576934125
0.0096875,0.15656500284
0.0103125,0.15732506462
0.0109375,0.15807527783
0.0115625,0.15879660621
0.0121875,0.15950898334
0.0128125,0.160197396
0.0134375,0.16087763564
0.0140625,0.16153763027
0.0146875,0.16219012905
0.0153125,0.16282526748
0.0159375,0.16345350172
0.0165625,0.16406666126
0.0171875,0.16467343606
0.0178125,0.16526698034
0.0184375,0.16585459818
0.0190625,0.16643049675
0.0196875,0.16700087531
0.0203125,0.16756078979
0.0209375,0.16811554647
0.0215625,0.16866089384
0.0221875,0.16920140776
0.0228125,0.16973340796
0.0234375,0.17026086648
0.0240625,0.17078057864
0.0246875,0.17129601273
0.0253125,0.17180436339
0.0259375,0.17230867507
0.0265625,0.17280648036
0.0271875,0.17330046424
0.0278125,0.17378844697
0.0284375,0.17427280736
0.0290625,0.17475161187
0.0296875,0.17522697649
0.0303125,0.17569718013
0.0309375,0.17616411136
0.0315625,0.1766262332
0.0321875,0.1770852372
0.0328125,0.17753974659
0.0334375,0.17799128073
0.0340625,0.17843860306
0.0346875,0.17888308283
0.0353125,0.17932360577
0.0359375,0.17976140931
0.0365625,0.18019548697
0.0371875,0.18062695959
0.0378125,0.18105491649
0.0384375,0.18148037517
0.0390625,0.18190250959
0.0396875,0.18232224563
0.0403125,0.18273883239
0.0409375,0.18315311452
0.0415625,0.18356440798
0.0421875,0.1839734842
0.0428125,0.18437971956
0.0434375,0.18478382008
0.0440625,0.18518521593
0.0446875,0.18558455438
0.0453125,0.18598131402
0.0459375,0.18637608921
0.0465625,0.18676840231
0.0471875,0.18715879977
0.0478125,0.18754684325
0.0484375,0.18793303637
0.0490625,0.18831697605
0.0496875,0.18869912698
0.0503125,0.18907911822
0.0509375,0.18945737907
0.0515625,0.18983356778
0.0521875,0.19020808144
0.0528125,0.19058060483
0.0534375,0.1909515057
0.0540625,0.19132049301
0.0546875,0.19168790773
0.0553125,0.19205348086
0.0559375,0.1924175289
0.0565625,0.19277980304
